sample	n_loci	n_used_fw_reads	mean_cov	mean_cov_ns	n_unpaired_reads	n_pcr_dupl_pairs	pcr_dupl_rate
rs_f_129	365696	4185744	11.446	11.929	453266	982066	0.190
rs_f_13	459659	2370121	5.156	5.487	798622	4497430	0.655
rs_f_130	497896	4879196	9.800	10.592	1413634	6062950	0.554
rs_f_131	432545	5138578	11.880	13.534	761894	1559242	0.233
rs_f_132	460294	3679255	7.993	8.537	706764	665866	0.153
rs_f_133	431735	5423404	12.562	13.278	630759	1156444	0.176
rs_f_134	154078	1099801	7.138	7.624	275105	1752873	0.614
rs_f_135	506211	12655432	25.000	27.309	1571863	4088093	0.244
rs_f_136	555505	7323866	13.184	15.285	932138	1552820	0.175
rs_f_137	483696	3304529	6.832	7.331	972502	3931970	0.543
rs_f_138	482847	3599286	7.454	7.919	1320171	6936767	0.658
rs_f_139	430838	9496827	22.043	23.850	1058696	2717910	0.223
rs_f_14	319661	4693065	14.681	15.325	380762	1266426	0.213
rs_f_140	370654	9319315	25.143	27.120	877705	3335450	0.264
rs_f_141	300830	2336303	7.766	8.461	734770	4716226	0.669
rs_f_143	452523	7596313	16.787	18.157	1042689	1887174	0.199
rs_f_144	493562	4562702	9.244	9.954	1264984	5674606	0.554
rs_f_145	382292	7226540	18.903	20.114	925366	2005839	0.217
rs_f_149	435742	5517760	12.663	13.419	676202	1221276	0.181
rs_f_15	483086	17908045	37.070	40.150	1875627	7118840	0.284
rs_f_151	418755	7109180	16.977	18.030	961718	2319224	0.246
rs_f_152	470964	3765488	7.995	8.554	571276	1002702	0.210
rs_f_153	424085	7609771	17.944	19.263	773493	2197805	0.224
rs_f_154	338838	6588920	19.446	20.858	564690	2737616	0.294
rs_f_156	10381	10558	1.017	1.018	1778	1463	0.122
rs_f_157	503060	6326028	12.575	13.664	1442980	5170523	0.450
rs_f_158	490096	4903313	10.005	10.718	1308488	6285082	0.562
rs_f_159	423113	8444625	19.958	21.452	1219412	3571747	0.297
rs_f_16	488604	4641910	9.500	10.245	720055	1036936	0.183
rs_f_160	576776	9571189	16.594	19.473	1319572	3497073	0.268
rs_f_162	290548	6319445	21.750	23.078	815053	2700250	0.299
rs_f_163	425162	6470128	15.218	16.107	619912	1745646	0.212
rs_f_165	502082	6969492	13.881	15.029	730211	1803089	0.206
rs_f_166	388890	1095051	2.816	2.924	412897	1688840	0.607
rs_f_167	383670	999330	2.605	2.708	365257	1526966	0.604
rs_f_168	417554	6820060	16.333	17.564	702152	1768245	0.206
rs_f_169	298530	8657655	29.001	30.961	1041406	5545041	0.390
rs_f_17	400975	8132574	20.282	21.430	898223	3115262	0.277
rs_f_170	396384	1164090	2.937	3.057	401977	1771685	0.603
rs_f_171	320035	7148295	22.336	23.616	632084	2407355	0.252
rs_f_172	370797	8944015	24.121	25.836	943498	4967769	0.357
rs_f_173	465244	5143912	11.056	12.219	516569	1059453	0.171
rs_f_174	484901	8916516	18.388	19.861	1132394	2232252	0.200
rs_f_175	308508	6208378	20.124	21.114	762180	2467302	0.284
rs_f_176	408149	8061368	19.751	21.013	1075132	2029670	0.201
rs_f_177	362061	5744441	15.866	16.639	759840	1636742	0.222
rs_f_178	490429	5466739	11.147	11.999	615525	1491512	0.214
rs_f_179	481754	5371435	11.150	11.961	975098	1301580	0.195
rs_f_18	488146	5791299	11.864	12.765	793936	1907107	0.248
rs_f_180	440869	5665768	12.851	13.601	524748	1362560	0.194
rs_f_181	412375	3533816	8.569	8.968	446566	990003	0.219
rs_f_182	421686	4300511	10.198	10.738	513934	867055	0.168
rs_f_183	463594	1997251	4.308	4.559	369115	1199311	0.375
rs_f_184	364981	5001297	13.703	14.343	559086	1268584	0.202
rs_f_185	445758	1767653	3.965	4.189	548231	2939930	0.625
rs_f_186	449806	6491902	14.433	15.375	1237188	1392607	0.177
rs_f_187	273703	907070	3.314	3.493	410525	3970300	0.814
rs_f_188	416321	6016859	14.452	15.289	593145	1321308	0.180
rs_f_189	371378	2092082	5.633	5.819	183842	344185	0.141
rs_f_19	467913	4909569	10.492	11.183	672408	1382685	0.220
rs_f_190	421093	6501201	15.439	16.313	572829	1705984	0.208
rs_f_191	475300	3393471	7.140	7.593	453326	837897	0.198
rs_f_192	481941	3859679	8.009	8.579	582028	1082425	0.219
rs_f_193	417260	6043913	14.485	15.321	536504	1536896	0.203
rs_f_194	473007	6373089	13.474	14.454	1388888	1415044	0.182
rs_f_196	411334	4626254	11.247	11.841	413717	1052035	0.185
rs_f_197	397891	7917228	19.898	21.051	915490	2408884	0.233
rs_f_199	481122	4925124	10.237	10.988	896602	1233466	0.200
rs_f_2	456159	3708412	8.130	8.610	419669	1270046	0.255
rs_f_20	479911	5062744	10.549	11.267	612345	1998550	0.283
rs_f_202	494713	6371154	12.878	13.919	1377102	1742698	0.215
rs_f_203	488285	5454551	11.171	11.980	633403	1427952	0.207
rs_f_204	447504	1842198	4.117	4.350	607050	3382590	0.647
rs_f_205	487874	4906481	10.057	10.797	538173	930443	0.159
rs_f_206	401994	4548153	11.314	11.885	558959	1075233	0.191
rs_f_207	281506	917657	3.260	3.440	392788	3724705	0.802
rs_f_208	187938	607865	3.234	3.481	730651	4605424	0.883
rs_f_209	396811	5168064	13.024	13.688	637251	1265586	0.197
rs_f_21	475036	7609812	16.019	17.164	913174	2016117	0.209
rs_f_210	482832	4837818	10.020	10.784	731370	1760537	0.267
rs_f_211	458817	2970259	6.474	6.854	466214	444160	0.130
rs_f_212	508049	4307586	8.479	9.301	526768	769994	0.152
rs_f_213	458205	2276104	4.967	5.217	236829	649470	0.222
rs_f_214	482481	4424754	9.171	9.816	591688	1311787	0.229
rs_f_215	28350	29697	1.048	1.049	7583	660	0.022
rs_f_216	286735	622691	2.172	2.219	47543	156480	0.201
rs_f_217	415458	1498667	3.607	3.788	261215	323636	0.178
rs_f_218	486170	4468043	9.190	9.828	512525	1591223	0.263
rs_f_219	466696	2178037	4.667	4.929	388329	425299	0.163
rs_f_22	472077	4768483	10.101	10.800	458636	1055160	0.181
rs_f_220	416932	5415146	12.988	13.707	644731	1108265	0.170
rs_f_221	395930	6388726	16.136	17.082	723517	1736150	0.214
rs_f_222	510124	6395963	12.538	13.774	864944	1662295	0.206
rs_f_223	194691	2333489	11.986	12.902	584705	3973127	0.630
rs_f_224	365705	4651762	12.720	13.346	364809	1087779	0.190
rs_f_225	483957	6336137	13.092	14.029	618438	1564586	0.198
rs_f_226	379669	5289058	13.931	14.604	575754	1321885	0.200
rs_f_227	413676	6075361	14.686	15.534	540038	1574853	0.206
rs_f_228	484398	3068908	6.336	6.777	749494	3492488	0.532
rs_f_229	489726	5232525	10.685	11.482	611269	2035281	0.280
rs_f_231	460607	2482811	5.390	5.742	476707	399794	0.139
rs_f_232	353369	6124173	17.331	18.204	488784	2273123	0.271
rs_f_233	415200	6182166	14.890	15.747	590234	1483098	0.193
rs_f_234	490610	6435524	13.117	14.127	796205	1525358	0.192
rs_f_235	344376	6630565	19.254	20.222	549169	2665957	0.287
rs_f_236	495374	5810288	11.729	12.715	642025	1221416	0.174
rs_f_237	168424	476870	2.831	2.994	615891	3616344	0.883
rs_f_238	483812	4970049	10.273	10.984	563656	1422368	0.223
rs_f_239	469605	4365112	9.295	9.952	535537	1008445	0.188
rs_f_24	363498	6354908	17.483	18.369	749719	1814268	0.222
rs_f_240	12859	13154	1.023	1.024	1714	1755	0.118
rs_f_241	416044	6132530	14.740	15.586	588587	1424957	0.189
rs_f_242	454931	2460981	5.410	5.769	503236	393644	0.138
rs_f_243	481218	6272230	13.034	14.024	1399957	1764582	0.220
rs_f_244	411181	4790628	11.651	12.230	629666	1472075	0.235
rs_f_245	493324	7566400	15.338	16.463	901399	2631261	0.258
rs_f_246	411869	5578084	13.543	14.261	737933	1921821	0.256
rs_f_247	487354	5437398	11.157	11.943	960320	1533686	0.220
rs_f_248	379557	970084	2.556	2.639	139302	140006	0.126
rs_f_249	488903	4818821	9.856	10.551	617479	910426	0.159
rs_f_25	361892	6487571	17.927	18.855	712124	2334883	0.265
rs_f_250	415310	5385798	12.968	13.662	747510	1404368	0.207
rs_f_251	381490	5870333	15.388	16.174	787734	1416432	0.194
rs_f_252	400060	5462876	13.655	14.353	596037	1658906	0.233
rs_f_253	471324	3923126	8.324	8.868	514000	1026679	0.207
rs_f_254	467827	5420572	11.587	12.415	1146413	1126095	0.172
rs_f_255	451516	2148362	4.758	4.995	377070	363886	0.145
rs_f_256	488501	5331807	10.915	11.736	588698	1062377	0.166
rs_f_257	448876	4145151	9.235	9.825	579157	1143493	0.216
rs_f_258	410333	5142622	12.533	13.169	682123	1684488	0.247
rs_f_259	484557	7597962	15.680	16.708	1134987	1627271	0.176
rs_f_26	356806	5725349	16.046	16.793	573781	1612454	0.220
rs_f_260	330705	4820668	14.577	15.227	467196	1896630	0.282
rs_f_261	357068	7489216	20.974	22.098	702696	2637202	0.260
rs_f_262	33836	35581	1.052	1.054	8652	3721	0.095
rs_f_263	38917	41407	1.064	1.067	6948	7317	0.150
rs_f_264	35873	38041	1.060	1.062	11553	978	0.025
rs_f_265	474480	3281589	6.916	7.336	358698	810515	0.198
rs_f_266	485367	3928932	8.095	8.647	427615	808838	0.171
rs_f_267	489012	4448577	9.097	9.778	914080	868849	0.163
rs_f_268	339871	1591655	4.683	4.806	125588	450097	0.220
rs_f_269	302924	2266112	7.481	7.694	167116	600096	0.209
rs_f_27	401475	1241512	3.092	3.219	194121	158831	0.113
rs_f_270	484674	3305725	6.821	7.205	1124874	6495466	0.663
rs_f_271	481557	4834451	10.039	10.770	1054816	1294426	0.211
rs_f_272	370862	2523891	6.805	7.048	223637	432144	0.146
rs_f_276	107513	253105	2.354	2.535	241494	1662696	0.868
rs_f_278	343404	6919266	20.149	21.194	567669	2889068	0.295
rs_f_279	383580	2148382	5.601	5.802	224322	415954	0.162
rs_f_28	502058	7471856	14.882	16.087	718836	1918883	0.204
rs_f_280	388107	5311787	13.686	14.364	694725	1828379	0.256
rs_f_281	475406	5057519	10.638	11.338	461430	1155343	0.186
rs_f_282	261086	1115072	4.271	4.560	581272	5890926	0.841
rs_f_283	405503	3273935	8.074	8.448	365539	545301	0.143
rs_f_284	355321	3587912	10.098	10.719	456850	796452	0.182
rs_f_285	139474	378040	2.710	2.874	451993	2838771	0.882
rs_f_286	196165	3195228	16.288	17.559	755431	5445213	0.630
rs_f_287	374993	1019204	2.718	2.820	164017	126400	0.110
rs_f_289	146602	384084	2.620	2.736	152161	1395727	0.784
rs_f_290	430730	3427688	7.958	8.461	602297	546749	0.138
rs_f_3	339933	5960816	17.535	18.334	610513	1768058	0.229
rs_f_31	472892	4090956	8.651	9.271	836589	3073230	0.429
rs_f_33	507160	13158431	25.945	27.953	2072867	3698247	0.219
rs_f_34	479934	4682305	9.756	10.436	535961	1200578	0.204
rs_f_35	466608	2701531	5.790	6.133	488347	397814	0.128
rs_f_36	323043	4012332	12.420	12.924	741478	1192549	0.229
rs_f_37	356528	5515811	15.471	16.263	755384	1536897	0.218
rs_f_38	421293	7586954	18.009	19.197	794879	1886393	0.199
rs_f_39	477324	8383944	17.564	18.977	966994	2336156	0.218
rs_f_4	404798	3674183	9.077	9.478	475718	797134	0.178
rs_f_40	498645	6069605	12.172	13.087	758413	1255731	0.171
rs_f_42	420453	7198070	17.120	18.191	700104	1801930	0.200
rs_f_43	506577	13139016	25.937	27.889	1183295	4498803	0.255
rs_f_44	484485	3153112	6.508	6.984	445875	626634	0.166
rs_f_45	484339	6920962	14.289	15.382	815007	2126353	0.235
rs_f_46	420553	7057906	16.782	17.802	682575	1761484	0.200
rs_f_47	476257	5249189	11.022	11.779	821124	955803	0.154
rs_f_48	486404	6040999	12.420	13.410	1346660	1651464	0.215
rs_f_49	355966	5707244	16.033	16.861	586132	2321759	0.289
rs_f_5	459675	2512157	5.465	5.777	775223	4422918	0.638
rs_f_50	482653	4511744	9.348	9.947	684993	759055	0.144
rs_f_51	430791	4605808	10.692	11.360	568729	923110	0.167
rs_f_52	487641	7354868	15.083	16.239	817919	1627070	0.181
rs_f_53	479029	2578922	5.384	5.736	651980	2887686	0.528
rs_f_54	489533	5730810	11.707	12.616	615412	1169186	0.169
rs_f_55	334867	5195492	15.515	16.300	525887	2163548	0.294
rs_f_56	484898	4473741	9.226	9.846	498534	915277	0.170
rs_f_57	375494	6429457	17.123	18.156	612048	2892435	0.310
rs_f_58	402701	4592544	11.404	12.025	494294	1267766	0.216
rs_f_59	396861	4448262	11.209	11.801	597114	1339872	0.231
rs_f_6	346093	6649445	19.213	20.260	920375	2117163	0.242
rs_f_60	322484	3937703	12.211	12.739	714308	1190986	0.232
rs_f_61	340444	6392697	18.778	19.840	694680	2911823	0.313
rs_f_62	522159	13737006	26.308	29.121	2938994	5171982	0.274
rs_f_64	492813	5942724	12.059	12.950	690993	1312179	0.181
rs_f_65	361115	6761188	18.723	19.892	565131	2003210	0.229
rs_f_66	476790	4677444	9.810	10.552	688770	1351225	0.224
rs_f_68	398861	4857340	12.178	12.844	594856	1178146	0.195
rs_f_69	296262	1088968	3.676	3.902	509167	4979194	0.821
rs_f_7	455343	4611166	10.127	10.742	620570	1284204	0.218
rs_f_70	337421	6581431	19.505	20.609	559275	2684462	0.290
rs_f_71	468300	3359833	7.175	7.608	514821	530665	0.136
rs_f_72	448043	6710012	14.976	16.314	684707	1533073	0.186
rs_f_73	523334	18287205	34.944	38.536	3455411	8007758	0.305
rs_f_74	435885	6485754	14.880	15.946	938710	1789586	0.216
rs_f_75	512861	2537197	4.947	5.486	272506	486457	0.161
rs_f_76	390793	5167389	13.223	13.987	668289	1251528	0.195
rs_f_77	486083	7090047	14.586	15.715	780230	1522597	0.177
rs_f_78	431874	6262179	14.500	15.469	619449	1589248	0.202
rs_f_79	486522	2995093	6.156	6.583	764761	3404044	0.532
rs_f_8	388613	7711824	19.844	21.074	670978	2320804	0.231
rs_f_80	352656	4268540	12.104	12.648	427678	1034590	0.195
rs_f_81	529558	16194376	30.581	33.547	2767188	5482374	0.253
rs_f_82	406613	5974641	14.694	15.556	704683	1720302	0.224
rs_f_83	499703	8099098	16.208	17.694	1441463	1981840	0.197
rs_f_84	481962	7977337	16.552	17.865	869109	1934356	0.195
rs_f_85	456065	2175478	4.770	5.045	655662	3578011	0.622
rs_f_86	416754	7147303	17.150	18.315	662840	2033935	0.222
rs_f_87	480530	2370076	4.932	5.270	722609	3911434	0.623
rs_f_88	211987	733823	3.462	3.740	864012	5883223	0.889
rs_f_89	355733	3546258	9.969	10.356	454734	695087	0.164
rs_f_9	479531	4808469	10.027	10.700	562672	1797204	0.272
rs_f_90	481528	3829303	7.952	8.519	672011	823983	0.177
rs_f_92	469210	4771678	10.170	10.867	577818	1719851	0.265
rs_f_93	486788	6044173	12.416	13.336	1306310	1678293	0.217
rs_f_94	465851	2380429	5.110	5.374	338095	335815	0.124
rs_f_95	407046	5755742	14.140	14.887	659297	1690046	0.227
rs_f_96	349788	4201559	12.012	12.483	459305	1393448	0.249
rs_s_1	499561	5708058	11.426	12.365	1064479	1415154	0.199
rs_s_10	467722	3541069	7.571	8.083	517063	1201605	0.253
rs_s_100	206948	1707570	8.251	8.843	449623	2746189	0.617
rs_s_101	486323	6557926	13.485	14.554	1517428	1857076	0.221
rs_s_102	393701	4219128	10.717	11.227	484027	1056692	0.200
rs_s_103	434649	5009383	11.525	12.177	471625	1155209	0.187
rs_s_104	341022	2967228	8.701	9.005	223349	639566	0.177
rs_s_105	495272	5968646	12.051	12.998	583983	1406336	0.191
rs_s_106	464881	2491359	5.359	5.691	614051	2816571	0.531
rs_s_107	495766	5085903	10.259	11.061	752227	1136156	0.183
rs_s_108	402708	4368684	10.848	11.397	532355	997004	0.186
rs_s_109	336880	5202465	15.443	16.142	420759	1861902	0.264
rs_s_11	381867	4730029	12.387	12.955	458980	1119514	0.191
rs_s_111	475785	4055179	8.523	9.096	549276	1061941	0.208
rs_s_112	476554	3943509	8.275	8.794	356263	792655	0.167
rs_s_113	213394	297047	1.392	1.400	23942	31750	0.097
rs_s_114	413931	1950080	4.711	4.962	230271	484750	0.199
rs_s_115	419057	5353789	12.776	13.476	698369	1766882	0.248
rs_s_116	355810	6151215	17.288	18.190	542488	1947176	0.240
rs_s_117	485679	4594294	9.460	10.185	856801	892256	0.163
rs_s_118	447550	5972122	13.344	14.237	1170972	1249669	0.173
rs_s_119	420148	5136946	12.227	12.921	503094	1076946	0.173
rs_s_12	409038	6839362	16.721	17.642	661367	1715768	0.201
rs_s_120	435222	6991458	16.064	17.103	1353624	1581526	0.184
rs_s_121	293153	4125739	14.074	14.666	413218	1624197	0.282
rs_s_122	421870	5184806	12.290	13.035	683982	1645008	0.241
rs_s_123	472698	3786137	8.010	8.539	487533	972513	0.204
rs_s_124	484395	5114599	10.559	11.314	501065	1149522	0.184
rs_s_125	419861	6079675	14.480	15.333	613803	1446215	0.192
rs_s_126	402212	3630185	9.026	9.451	467223	1034718	0.222
rs_s_127	457227	2064425	4.515	4.784	676296	3824723	0.649
rs_s_128	471443	4491721	9.528	10.172	550831	1017012	0.185
rs_s_129	467133	3213147	6.878	7.296	497055	519893	0.139
rs_s_130	416552	4207791	10.101	10.628	523635	1074492	0.203
rs_s_131	470962	2809877	5.966	6.329	345706	558632	0.166
rs_s_132	454169	2372896	5.225	5.545	399739	370454	0.135
rs_s_134	443617	6626637	14.938	15.993	959327	1856314	0.219
rs_s_135	397709	1304538	3.280	3.418	219034	167333	0.114
rs_s_136	487269	4182248	8.583	9.244	582790	1228490	0.227
rs_s_137	424014	4180666	9.860	10.394	476116	922385	0.181
rs_s_138	504883	4599681	9.110	9.961	584948	851737	0.156
rs_s_139	485361	4266784	8.791	9.367	478462	1102264	0.205
rs_s_14	155873	478874	3.072	3.319	617635	3779970	0.888
rs_s_140	434635	5752795	13.236	14.040	1080979	1163931	0.168
rs_s_141	478949	4293137	8.964	9.581	506850	1541545	0.264
rs_s_142	422533	4370078	10.343	10.923	383100	961298	0.180
rs_s_143	496109	5554047	11.195	12.129	1161231	1107175	0.166
rs_s_144	497739	7154986	14.375	15.553	856385	1706821	0.193
rs_s_145	367549	893522	2.431	2.517	321664	1347891	0.601
rs_s_146	411594	4491531	10.913	11.488	573777	1176107	0.208
rs_s_147	508918	9149966	17.979	19.487	845712	2516231	0.216
rs_s_148	366030	4433537	12.112	12.676	603880	1064796	0.194
rs_s_149	432084	5529380	12.797	13.594	670878	1174472	0.175
rs_s_15	473667	3554720	7.505	8.012	727440	2593747	0.422
rs_s_150	398262	3380962	8.489	8.856	444767	933656	0.216
rs_s_151	414893	4720444	11.377	12.021	600810	1098043	0.189
rs_s_152	488811	3116147	6.375	6.841	633694	2186928	0.412
rs_s_153	481916	4537469	9.415	10.141	971512	1107973	0.196
rs_s_154	484370	4312217	8.903	9.561	679591	1226939	0.222
rs_s_155	319824	4292677	13.422	13.981	784375	1330178	0.237
rs_s_157	505232	8850853	17.518	19.045	1702864	2574759	0.225
rs_s_158	413638	5161947	12.479	13.157	639459	1257916	0.196
rs_s_159	328465	4063975	12.373	12.845	403321	1002648	0.198
rs_s_16	472791	5673842	12.001	12.803	668445	2330273	0.291
rs_s_160	481362	4094379	8.506	9.072	541382	1067018	0.207
rs_s_161	286925	7038064	24.529	25.837	671030	2772892	0.283
rs_s_162	448308	2458827	5.485	5.787	312952	564131	0.187
rs_s_163	401878	4785972	11.909	12.490	623074	1492479	0.238
rs_s_164	485221	3211269	6.618	7.109	635659	2262423	0.413
rs_s_165	475375	3962590	8.336	8.867	531494	1004026	0.202
rs_s_166	478024	4148747	8.679	9.303	589694	1432132	0.257
rs_s_167	366763	8501506	23.180	24.573	787032	3150898	0.270
rs_s_168	408454	4341637	10.629	11.166	571545	1347079	0.237
rs_s_169	471500	2888961	6.127	6.522	718629	3327936	0.535
rs_s_17	392881	3256164	8.288	8.636	275431	665854	0.170
rs_s_170	481636	3730528	7.746	8.308	780808	2737492	0.423
rs_s_171	490143	5969722	12.180	13.135	1099063	1588986	0.210
rs_s_172	489026	4987684	10.199	10.981	573077	980178	0.164
rs_s_173	429715	5102671	11.875	12.560	504208	1196093	0.190
rs_s_174	325990	4075428	12.502	13.001	460096	1322468	0.245
rs_s_175	475406	2405984	5.061	5.386	602935	2699410	0.529
rs_s_176	475384	4133223	8.694	9.290	775549	765874	0.156
rs_s_177	485031	6348674	13.089	14.040	1141469	1583794	0.200
rs_s_178	474437	2980865	6.283	6.686	709241	3526570	0.542
rs_s_179	359463	4464644	12.420	12.978	501696	1063607	0.192
rs_s_18	477536	5235030	10.963	11.668	579755	1143651	0.179
rs_s_180	486480	3907209	8.032	8.557	433329	991096	0.202
rs_s_181	416850	4618758	11.080	11.667	518172	872692	0.159
rs_s_182	482383	3945742	8.180	8.772	462078	959900	0.196
rs_s_183	483978	4021830	8.310	8.863	444998	1015819	0.202
rs_s_184	277291	1200782	4.330	4.423	104404	311358	0.206
rs_s_185	411994	4001955	9.714	10.181	494344	1240041	0.237
rs_s_186	472704	6347821	13.429	14.397	1345456	1764556	0.218
rs_s_187	455545	4965302	10.900	11.627	549341	1164274	0.190
rs_s_188	481834	4186154	8.688	9.326	604304	1452108	0.258
rs_s_189	484461	4411343	9.106	9.737	481929	892474	0.168
rs_s_19	491278	6841662	13.926	14.962	1544268	1981853	0.225
rs_s_190	377313	5256814	13.932	14.677	692150	1194868	0.185
rs_s_191	196695	449234	2.284	2.361	494830	3234335	0.878
rs_s_192	561	562	1.002	1.000	49	76	0.119
rs_s_193	499861	7573817	15.152	16.392	897713	1893790	0.200
rs_s_194	486486	5106124	10.496	11.235	586585	1469175	0.223
rs_s_195	355243	5372649	15.124	15.907	720787	1473420	0.215
rs_s_196	461608	2226259	4.823	5.098	732154	4116096	0.649
rs_s_197	494375	7107908	14.378	15.463	806722	1720242	0.195
rs_s_198	220931	631717	2.859	3.041	710216	4748100	0.883
rs_s_199	425801	4469497	10.497	11.081	519308	822594	0.155
rs_s_2	477928	6003816	12.562	13.499	654218	1217223	0.169
rs_s_20	363741	8520894	23.426	24.770	807499	3265118	0.277
rs_s_200	386302	1166737	3.020	3.152	180011	216704	0.157
rs_s_201	494070	4604658	9.320	10.030	604164	849552	0.156
rs_s_203	475693	3263133	6.860	7.301	371352	1037436	0.241
rs_s_204	496212	8634914	17.402	18.820	980161	2092598	0.195
rs_s_205	356155	6114204	17.167	18.249	809943	1703923	0.218
rs_s_206	387004	5608062	14.491	15.428	454218	1360196	0.195
rs_s_207	36340	38805	1.068	1.069	4185	1092	0.027
rs_s_208	492337	7149491	14.522	15.765	1431596	2192879	0.235
rs_s_209	502041	6402149	12.752	13.829	767760	1471934	0.187
rs_s_21	473413	7067860	14.930	15.988	780109	1601271	0.185
rs_s_210	446008	4873963	10.928	11.661	466660	1098990	0.184
rs_s_211	461115	2579587	5.594	5.891	400143	397505	0.134
rs_s_212	451907	5913301	13.085	13.940	1130172	1179859	0.166
rs_s_213	435451	6820319	15.663	16.681	843575	1554945	0.186
rs_s_214	461486	2262743	4.903	5.119	307750	305764	0.119
rs_s_216	31762	33674	1.060	1.062	7969	1165	0.033
rs_s_217	353430	6333425	17.920	18.845	566432	2048102	0.244
rs_s_218	442374	5272580	11.919	12.614	623540	1273823	0.195
rs_s_219	485562	3181816	6.553	7.060	617663	2264627	0.416
rs_s_22	464691	3097935	6.667	7.138	665296	698454	0.184
rs_s_220	420518	5100987	12.130	12.793	656804	1689301	0.249
rs_s_221	383574	6088993	15.874	16.938	565666	2585024	0.298
rs_s_222	487107	4610445	9.465	10.169	686763	1354695	0.227
rs_s_223	480870	3054551	6.352	6.808	783702	3626843	0.543
rs_s_224	385092	5754675	14.944	15.773	774026	1366624	0.192
rs_s_225	429673	4529408	10.542	11.155	535276	910654	0.167
rs_s_226	498914	4141997	8.302	8.990	844511	3118389	0.430
rs_s_227	372417	4096339	10.999	11.518	324146	905078	0.181
rs_s_228	394034	7172808	18.204	19.358	1356520	2503830	0.259
rs_s_229	486469	6073468	12.485	13.451	1311873	1691859	0.218
rs_s_23	399094	6851632	17.168	18.576	571497	1943056	0.221
rs_s_231	437221	5282694	12.082	12.778	496141	1213354	0.187
rs_s_233	458940	2582910	5.628	5.964	315785	478083	0.156
rs_s_236	493646	5761625	11.672	12.572	632504	1148600	0.166
rs_s_237	398364	6616023	16.608	17.550	707562	2280733	0.256
rs_s_238	425865	6148258	14.437	15.374	549336	1596124	0.206
rs_s_24	411167	4138035	10.064	10.560	512071	1047652	0.202
rs_s_240	479958	3474904	7.240	7.789	513109	1164938	0.251
rs_s_241	408653	4317504	10.565	11.121	574836	1360828	0.240
rs_s_242	405921	5649631	13.918	14.688	547162	1319398	0.189
rs_s_244	425595	2832872	6.656	6.961	521176	467702	0.142
rs_s_245	29312	31030	1.059	1.060	5537	1338	0.041
rs_s_246	486640	4004896	8.230	8.792	464261	1427506	0.263
rs_s_247	406087	5537734	13.637	14.354	520442	1258900	0.185
rs_s_248	424657	5931915	13.969	14.755	671254	1714737	0.224
rs_s_249	506573	7450673	14.708	15.996	965486	1853227	0.199
rs_s_25	381856	7771901	20.353	21.545	729933	2720610	0.259
rs_s_250	489492	5937708	12.130	13.067	654193	1657981	0.218
rs_s_251	471975	2930020	6.208	6.618	536473	464670	0.137
rs_s_252	421688	6549960	15.533	16.449	717002	2086275	0.242
rs_s_253	478393	2489225	5.203	5.546	454298	1549791	0.384
rs_s_254	493132	6185528	12.543	13.427	1076831	1306098	0.174
rs_s_255	26749	27836	1.041	1.043	3236	1229	0.042
rs_s_256	378924	3997702	10.550	10.995	513086	891395	0.182
rs_s_257	160243	444466	2.774	2.940	536867	3361020	0.883
rs_s_258	396715	2627289	6.623	6.887	237606	466380	0.151
rs_s_259	355615	5981407	16.820	17.622	603778	2491872	0.294
rs_s_26	332902	5500785	16.524	17.558	553808	2320692	0.297
rs_s_260	422486	6405940	15.162	16.031	719669	1850283	0.224
rs_s_261	497064	9764180	19.644	21.433	2075927	3440031	0.261
rs_s_262	331208	5088544	15.364	16.051	411572	1834396	0.265
rs_s_263	490399	4633777	9.449	10.119	589998	833475	0.152
rs_s_264	385004	6033047	15.670	16.519	1126431	1997197	0.249
rs_s_266	470664	2652051	5.635	5.941	281287	593581	0.183
rs_s_267	483291	4574428	9.465	10.153	473738	849103	0.157
rs_s_268	480368	3658736	7.617	8.106	417418	1220829	0.250
rs_s_269	422709	6634371	15.695	16.637	730717	2105731	0.241
rs_s_27	475714	4479672	9.417	10.079	606056	1405252	0.239
rs_s_270	450837	2395579	5.314	5.673	470402	394311	0.141
rs_s_271	375597	7774616	20.699	21.851	647765	3228203	0.293
rs_s_272	462491	2789979	6.033	6.424	573028	698149	0.200
rs_s_273	30000	31493	1.050	1.052	15199	1547	0.047
rs_s_274	331781	6658585	20.069	21.076	571226	2821105	0.298
rs_s_275	379151	1768635	4.665	4.809	204704	342653	0.162
rs_s_277	482958	6316556	13.079	13.995	597230	1609747	0.203
rs_s_278	481458	4164510	8.650	9.280	561843	1273697	0.234
rs_s_279	373985	2275166	6.084	6.293	287261	632922	0.218
rs_s_28	503906	7948820	15.774	17.143	1227939	2165100	0.214
rs_s_280	494123	6834789	13.832	14.861	1227663	1470310	0.177
rs_s_281	513898	3402197	6.620	7.372	416044	561639	0.142
rs_s_282	416541	5180676	12.437	13.127	448862	1190510	0.187
rs_s_283	489247	7648955	15.634	16.814	826068	1766055	0.188
rs_s_284	421470	4808292	11.408	12.041	564481	952653	0.165
rs_s_285	484059	3280915	6.778	7.261	649450	2318928	0.414
rs_s_286	32557	59439	1.826	1.847	7441	3919	0.062
rs_s_287	483094	4127452	8.544	9.214	623979	1449726	0.260
rs_s_288	217244	3955594	18.208	19.724	943019	7023756	0.640
